engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,RG,2567.0,17379009.61,20219164.26,-2840154.65,78.10673938449551,7.119036373600291,6770.163463186599,10084.371201995013,-5053.655960854092,53380.0,-41220.0,2005.0,562.0
MRV,WG,6772.0,34956753.13,46646648.7,-11689895.57,71.57412876550502,3.9903392139541585,5161.954094802127,9623.818588817827,-6072.673023376624,53900.0,-72540.0,4847.0,1925.0
