engine,score_bucket,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,S00-69,1082.0,7400749.43,8218662.29,-817912.86,80.96118299445472,10.048334843396399,6839.879325323474,9382.03457762557,-3970.450776699029,52460.0,-18300.0,876.0,206.0
MRV,S80-89,3628.0,13640050.2,21917678.11,-8277627.91,64.47078280044101,2.647821132853989,3759.661025358324,9370.533608379648,-6421.74391776571,53900.0,-58500.0,2339.0,1289.0
MRV,S70-79,4629.0,31294963.11,36729472.56,-5434509.45,78.56988550442861,6.758562644508788,6760.631477640959,10098.837657409955,-5478.336139112904,53820.0,-72540.0,3637.0,992.0
