side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sell,4070.0,21222285.17,27661313.65,-6439028.48,71.22850122850123,4.2958831034709135,5214.320680589681,9541.674249741289,-5498.743364645602,53820.0,-32540.0,2899.0,1171.0
buy,5269.0,31113477.57,39204499.31,-8091021.74,75.02372366672992,4.845432452144172,5905.006181438604,9917.657300784214,-6148.192811550152,53900.0,-72540.0,3953.0,1316.0
