entry_month,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
2025-01,607.0,158.99,318.76,-159.77,63.75617792421746,1.9951179820992675,0.26192751235584844,0.8236692506459948,-0.7262272727272727,4.63,-3.28,387.0,220.0
2025-02,592.0,3637.1,5417.44,-1780.34,68.07432432432432,3.0429243852297874,6.14375,13.442779156327543,-9.41978835978836,96.2,-72.61,403.0,189.0
2025-03,528.0,37727.92,75461.16,-37733.24,64.96212121212122,1.999859010251969,71.45439393939394,220.00338192419827,-203.96345945945944,1073.53,-861.36,343.0,185.0
2026-05,163.0,1148560.0,1542640.0,-394080.0,71.16564417177914,3.914535119772635,7046.380368098159,13298.620689655172,-8384.68085106383,37040.0,-28740.0,116.0,47.0
2025-08,529.0,1636120.0,2533500.0,-897380.0,65.97353497164461,2.823218703336379,3092.8544423440453,7259.312320916905,-4985.444444444444,29960.0,-14100.0,349.0,180.0
2025-07,597.0,1694340.0,2751800.0,-1057460.0,65.49413735343383,2.602273372042441,2838.0904522613064,7037.851662404092,-5133.300970873786,25620.0,-19980.0,391.0,206.0
2025-06,539.0,1989660.0,2880900.0,-891240.0,70.68645640074212,3.232462636326915,3691.39146567718,7561.417322834645,-5640.7594936708865,31000.0,-14720.0,381.0,158.0
2025-04,502.0,2155378.73,2682115.6,-526736.87,77.88844621513944,5.091945813476091,4293.58312749004,6859.630690537085,-4745.377207207207,35834.65,-18200.0,391.0,111.0
2025-09,541.0,2320080.0,3170180.0,-850100.0,73.01293900184844,3.729184801788025,4288.502772643254,8025.772151898735,-5822.602739726028,38160.0,-20680.0,395.0,146.0
2025-05,577.0,3001320.0,3840020.0,-838700.0,77.29636048526864,4.578538213902468,5201.5944540727905,8609.910313901346,-6402.2900763358775,32440.0,-18340.0,446.0,131.0
2025-11,601.0,4202640.0,5204540.0,-1001900.0,81.19800332778702,5.194670126759157,6992.745424292845,10665.040983606557,-8866.371681415929,44540.0,-22980.0,488.0,113.0
2026-01,553.0,4649900.0,5736300.0,-1086400.0,78.48101265822784,5.28009941089838,8408.499095840867,13217.281105990784,-9129.411764705883,52380.0,-43740.0,434.0,119.0
2025-12,628.0,4702980.0,5638880.0,-935900.0,79.45859872611464,6.025088150443423,7488.821656050955,11300.360721442887,-7255.038759689923,52220.0,-26980.0,499.0,129.0
2026-04,626.0,5367900.0,6783720.0,-1415820.0,75.07987220447284,4.7913717845488835,8574.920127795527,14433.446808510638,-9075.76923076923,53900.0,-38700.0,470.0,156.0
2025-10,656.0,5818580.0,7128040.0,-1309460.0,81.25,5.4434957921586,8869.786585365853,13373.43339587242,-10646.016260162602,52300.0,-44520.0,533.0,123.0
2026-02,495.0,6296320.0,7672620.0,-1376300.0,74.94949494949495,5.574816537092204,12719.838383838383,20680.916442048518,-11099.193548387097,53820.0,-72540.0,371.0,124.0
2026-03,605.0,7310460.0,9219360.0,-1908900.0,75.20661157024794,4.82967153858243,12083.404958677685,20262.32967032967,-12726.0,53180.0,-58500.0,455.0,150.0
