exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
manual/exit_loss,2419.0,-14116070.22,0,-14116070.22,0.0,0.0,-5835.498230673832,0.0,-5835.498230673832,0.0,-58500.0,0.0,2419.0
manual/exit_profit,60.0,217004.48,217004.48,0,100.0,0.0,3616.7413333333334,3616.7413333333334,0.0,38700.0,0.0,60.0,0.0
sl,3538.0,5859593.02,6273573.02,-413980.0,98.07801017524025,15.154290110633363,1656.18796495195,1807.9461152737751,-6087.941176470588,15620.0,-72540.0,3470.0,68.0
tp,3322.0,60375235.46,60375235.46,0,100.0,0.0,18174.363473810958,18174.363473810958,0.0,53900.0,0.0,3322.0,0.0
