preset,note,report_path,net_profit,profit_pct,profit_factor,expected_payoff,total_trades,win_rate,balance_dd_pct,equity_dd_pct
no_regime,v7-equivalent control.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v8_round1_no_regime_XAUUSDc_M15_20260101_20260415.htm,28.11,28.110000000000003,1.79,0.4,71,60.56,8.36,9.08
regime_default,Default bearish regime switch.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v8_round1_regime_default_XAUUSDc_M15_20260101_20260415.htm,28.68,28.68,1.85,0.41,70,57.14,7.08,7.82
regime_soft,Softer bearish regime buy suppression.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v8_round1_regime_soft_XAUUSDc_M15_20260101_20260415.htm,28.44,28.439999999999998,1.83,0.41,70,57.14,7.34,8.07
regime_hard,Hard bearish mode with stronger buy suppression and sell boost.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v8_round1_regime_hard_XAUUSDc_M15_20260101_20260415.htm,29.27,29.270000000000003,1.85,0.42,69,57.97,6.65,7.61
regime_keep_sideways,Bearish regime but keep sideways layer active.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v8_round1_regime_keep_sideways_XAUUSDc_M15_20260101_20260415.htm,28.94,28.939999999999998,1.85,0.4,73,58.9,7.06,7.8
regime_adx28,Bearish regime requires stronger H4 ADX.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v8_round1_regime_adx28_XAUUSDc_M15_20260101_20260415.htm,30.04,30.04,1.89,0.42,72,59.72,7.02,7.76
regime_soft_keep_sideways,Soft bearish regime while keeping sideways.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v8_round1_regime_soft_keep_sideways_XAUUSDc_M15_20260101_20260415.htm,28.7,28.7,1.84,0.39,73,58.9,7.32,8.06
regime_hard_sell80,Hard bearish mode plus slightly looser sell min score.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v8_round1_regime_hard_sell80_XAUUSDc_M15_20260101_20260415.htm,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
