engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
IMP,,50.0,-23.509999999999998,34.97,-58.48,46.0,0.5979822161422709,-0.47019999999999995,1.5204347826086957,-2.249230769230769,2.95,-2.95,23.0,26.0
CBK,WG,2.0,-4.27,0,-4.27,0.0,0.0,-2.135,0.0,-2.135,0.0,-2.78,0.0,2.0
