engine,score_bucket,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
IMP,S90-99,38.0,-11.159999999999998,29.650000000000002,-40.81,50.0,0.7265376133300662,-0.29368421052631577,1.5605263157894738,-2.2672222222222222,2.95,-2.95,19.0,18.0
IMP,S80-89,8.0,-6.329999999999999,4.36,-10.69,37.5,0.40785781103835367,-0.7912499999999999,1.4533333333333334,-2.138,2.22,-2.88,3.0,5.0
IMP,S70-79,4.0,-6.02,0.96,-6.98,25.0,0.13753581661891115,-1.505,0.96,-2.3266666666666667,0.96,-2.58,1.0,3.0
CBK,S90-99,1.0,-2.78,0,-2.78,0.0,0.0,-2.78,0.0,-2.78,0.0,-2.78,0.0,1.0
CBK,S80-89,1.0,-1.49,0,-1.49,0.0,0.0,-1.49,0.0,-1.49,0.0,-1.49,0.0,1.0
