engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
IMP,A,44.0,-14.499999999999998,34.01,-48.51,50.0,0.7010925582354154,-0.32954545454545453,1.545909090909091,-2.31,2.95,-2.95,22.0,21.0
IMP,B,6.0,-9.01,0.96,-9.97,16.666666666666664,0.09628886659979939,-1.5016666666666667,0.96,-1.9940000000000002,0.96,-2.58,1.0,5.0
CBK,A,2.0,-4.27,0,-4.27,0.0,0.0,-2.135,0.0,-2.135,0.0,-2.78,0.0,2.0
