exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sl,37.0,-58.56,3.16,-61.72,24.324324324324326,0.051198963058976026,-1.5827027027027027,0.35111111111111115,-2.285925925925926,0.96,-2.95,9.0,27.0
manual/exit_loss,1.0,-1.03,0,-1.03,0.0,0.0,-1.03,0.0,-1.03,0.0,-1.03,0.0,1.0
tp,14.0,31.810000000000002,31.810000000000002,0,100.0,0.0,2.2721428571428572,2.2721428571428572,0.0,2.95,0.0,14.0,0.0
