engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
BO,,23.0,-19.82,64.71000000000001,-84.53,52.17391304347826,0.7655270318230215,-0.8617391304347827,5.392500000000001,-7.684545454545455,12.13,-14.02,12.0,11.0
RV,,14.0,-14.76,11.08,-25.84,42.857142857142854,0.42879256965944273,-1.0542857142857143,1.8466666666666667,-3.23,4.14,-6.76,6.0,8.0
PB,,69.0,21.25,158.32,-137.07,60.86956521739131,1.1550302765010578,0.3079710144927536,3.7695238095238093,-5.076666666666666,11.76,-10.9,42.0,27.0
