side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sell,35.0,-42.42,55.54,-97.96000000000001,51.42857142857142,0.5669661086157615,-1.212,3.0855555555555556,-5.762352941176471,10.13,-10.9,18.0,17.0
buy,71.0,29.090000000000003,178.57,-149.48,59.154929577464785,1.1946079743109446,0.40971830985915497,4.251666666666667,-5.15448275862069,12.13,-14.02,42.0,29.0
