engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,WG,19.0,-1.42,2.5300000000000002,-3.95,36.84210526315789,0.6405063291139241,-0.07473684210526316,0.3614285714285715,-0.3590909090909091,0.68,-0.7,7.0,11.0
MRV,RG,14.0,0.43999999999999995,1.99,-1.55,57.14285714285714,1.2838709677419355,0.031428571428571424,0.24875,-0.25833333333333336,0.74,-0.44,8.0,6.0
