engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,33.0,-0.9799999999999999,4.5200000000000005,-5.5,45.45454545454545,0.8218181818181819,-0.029696969696969694,0.30133333333333334,-0.3235294117647059,0.74,-0.7,15.0,17.0
