entry_time,exit_time,entry_month,entry_date,entry_hour,side,volume,entry_price,exit_price,profit,balance,hold_minutes,exit_reason,family,engine,code,score,grade,regime_tag,hour_tag,tags,score_bucket,entry_comment,exit_comment,match_error
2026-03-10 09:30:00,2026-03-10 13:38:37,2026-03,2026-03-10,9,buy,0.01,71233.89,69831.74,-14.02,132.29,248.61666666666667,sl,SBTC,BO,S94,0,,,,,unknown,SBTC|BO|S94|B,sl 69833.89,0.0014999999999432134
2026-03-11 17:30:00,2026-03-12 01:12:36,2026-03,2026-03-11,17,buy,0.01,71269.75,69869.3,-14.01,118.09,462.6,sl,SBTC,BO,S95,0,,,,,unknown,SBTC|BO|S95|B,sl 69869.75,0.005500000000028038
2026-03-17 00:15:00,2026-03-17 04:32:37,2026-03,2026-03-17,0,buy,0.01,75412.88,74156.21,-12.57,178.14,257.6166666666667,sl,SBTC,BO,S91,0,,,,,unknown,SBTC|BO|S91|B,sl 74159.39,0.003300000000017178
2026-03-10 08:15:00,2026-03-10 14:01:28,2026-03,2026-03-10,8,buy,0.01,70917.5,69689.36,-12.29,120.0,346.46666666666664,sl,SBTC,BO,S87,0,,,,,unknown,SBTC|BO|S87|B,sl 69690.90,0.008600000000004826
2026-03-19 15:30:00,2026-03-19 19:10:31,2026-03,2026-03-19,15,sell,0.01,69195.49,70284.62,-10.9,181.54,220.51666666666668,sl,SBTC,PB,S75,0,,,,,unknown,SBTC|PB|S75|S,sl 70280.62,0.00870000000009874
2026-03-24 08:00:00,2026-03-24 13:45:00,2026-03,2026-03-24,8,buy,0.01,71282.17,70295.81,-9.86,139.6,345.0,manual/exit_loss,SBTC,BO,S86,0,,,,,unknown,SBTC|BO|S86|B,,0.0036000000000058208
2026-03-09 00:30:00,2026-03-09 03:08:37,2026-03,2026-03-09,0,sell,0.01,66162.67,67127.56,-9.65,116.96,158.61666666666667,sl,SBTC,PB,S68,0,,,,,unknown,SBTC|PB|S68|S,sl 67125.12,0.0011000000000063181
2026-03-19 16:15:00,2026-03-19 19:10:36,2026-03,2026-03-19,16,sell,0.01,69335.62,70293.18,-9.57,171.97,175.6,sl,SBTC,PB,S71,0,,,,,unknown,SBTC|PB|S71|S,sl 70292.03,0.005599999999976291
2026-03-22 21:15:00,2026-03-23 05:00:41,2026-03,2026-03-22,21,sell,0.01,67769.18,68692.63,-9.24,173.59,465.68333333333334,sl,SBTC,BO,S91,0,,,,,unknown,SBTC|BO|S91|S,sl 68690.19,0.005499999999884153
2026-03-08 05:00:00,2026-03-08 07:20:39,2026-03,2026-03-08,5,sell,0.01,66633.67,67473.11,-8.39,142.36,140.65,sl,SBTC,BO,S87,0,,,,,unknown,SBTC|BO|S87|S,sl 67472.86,0.004400000000023496
2026-03-19 07:45:00,2026-03-19 12:50:29,2026-03,2026-03-19,7,buy,0.01,70100.61,69425.01,-6.76,186.75,305.48333333333335,sl,SBTC,RV,S76,0,,,,,unknown,SBTC|RV|S76|B,sl 69426.87,0.003999999999941828
