side,exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sell,sl,29.0,-81.2,21.37,-102.57000000000001,37.93103448275862,0.20834552013259236,-2.8000000000000003,1.9427272727272729,-5.698333333333334,4.09,-10.9,11.0,18.0
buy,manual/exit_loss,8.0,-36.44,0,-36.44,0.0,0.0,-4.555,0.0,-4.555,0.0,-9.86,0.0,8.0
buy,sl,53.0,-20.67,118.03999999999999,-138.71,52.83018867924528,0.8509840674789128,-0.39,4.215714285714285,-5.5484,12.57,-14.02,28.0,25.0
sell,manual/exit_profit,1.0,0.25,0.25,0,100.0,0.0,0.25,0.25,0.0,0.25,0.0,1.0,0.0
buy,manual/exit_profit,1.0,2.01,2.01,0,100.0,0.0,2.01,2.01,0.0,2.01,0.0,1.0,0.0
sell,tp,8.0,51.89,51.89,0,100.0,0.0,6.48625,6.48625,0.0,11.65,0.0,8.0,0.0
buy,tp,11.0,68.8,68.8,0,100.0,0.0,6.254545454545454,6.254545454545454,0.0,10.55,0.0,11.0,0.0
