side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sell,38.0,-29.060000000000002,73.51,-102.57000000000001,52.63157894736842,0.7166812908257775,-0.7647368421052633,3.6755000000000004,-5.698333333333334,11.65,-10.9,20.0,18.0
buy,73.0,13.700000000000001,188.85,-175.15,54.794520547945204,1.0782186697116756,0.18767123287671234,4.7212499999999995,-5.307575757575758,12.57,-14.02,40.0,33.0
