engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
BO,,26.0,-54.76,61.0,-115.76,42.30769230769231,0.5269523151347616,-2.106153846153846,5.545454545454546,-7.717333333333333,12.57,-14.02,11.0,15.0
RV,,14.0,-16.29,13.25,-29.54,35.714285714285715,0.4485443466486121,-1.1635714285714285,2.65,-3.282222222222222,3.86,-6.76,5.0,9.0
PB,,71.0,55.69,188.11,-132.42,61.97183098591549,1.4205558072798674,0.7843661971830985,4.275227272727273,-4.904444444444444,11.65,-10.9,44.0,27.0
