start,end,count,pnl,buy_losses,sell_losses,engines
2026-03-23 21:30:00,2026-03-24 13:40:28,5,-28.419999999999998,5,0,"BO:1, PB:4"
2026-03-20 11:15:00,2026-03-20 21:18:29,5,-26.44,2,3,"PB:4, RV:1"
2026-03-08 09:45:00,2026-03-08 11:41:37,3,-10.530000000000001,2,1,"BO:1, PB:1, RV:1"
