start,end,count,pnl,buy_losses,sell_losses,engines
2026-01-05 04:24:59,2026-01-05 07:40:55,5,-2.26,1,4,MRV:5
2026-01-02 04:24:20,2026-01-02 12:09:01,6,-2.2,5,1,MRV:6
