side,exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,manual/exit_loss,8.0,-3.22,0,-3.22,0.0,0.0,-0.4025,0.0,-0.4025,0.0,-0.63,0.0,8.0
sell,manual/exit_loss,5.0,-3.02,0,-3.02,0.0,0.0,-0.604,0.0,-0.604,0.0,-0.86,0.0,5.0
sell,sl,7.0,0.19,0.23,-0.04,85.71428571428571,5.75,0.027142857142857142,0.03833333333333334,-0.04,0.06,-0.04,6.0,1.0
buy,sl,5.0,0.37,0.37,0,100.0,0.0,0.074,0.074,0.0,0.26,0.0,5.0,0.0
buy,tp,1.0,0.46,0.46,0,100.0,0.0,0.46,0.46,0.0,0.46,0.0,1.0,0.0
sell,tp,2.0,1.56,1.56,0,100.0,0.0,0.78,0.78,0.0,0.83,0.0,2.0,0.0
