engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,28.0,-3.66,2.62,-6.28,50.0,0.4171974522292994,-0.13071428571428573,0.18714285714285714,-0.44857142857142857,0.83,-0.86,14.0,14.0
