engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,A,22.0,-3.75,1.45,-5.2,45.45454545454545,0.27884615384615385,-0.17045454545454544,0.145,-0.43333333333333335,0.73,-0.86,10.0,12.0
MRV,B,6.0,0.08999999999999998,1.17,-1.08,66.66666666666666,1.0833333333333333,0.014999999999999998,0.2925,-0.54,0.83,-0.86,4.0,2.0
