side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,14.0,-2.39,0.8300000000000001,-3.22,42.857142857142854,0.2577639751552795,-0.17071428571428574,0.13833333333333334,-0.4025,0.46,-0.63,6.0,8.0
sell,14.0,-1.27,1.79,-3.06,57.14285714285714,0.5849673202614379,-0.09071428571428572,0.22375,-0.51,0.83,-0.86,8.0,6.0
