exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
manual/exit_loss,13.0,-6.24,0,-6.24,0.0,0.0,-0.48000000000000004,0.0,-0.48000000000000004,0.0,-0.86,0.0,13.0
sl,12.0,0.56,0.6,-0.04,91.66666666666666,15.0,0.04666666666666667,0.05454545454545454,-0.04,0.26,-0.04,11.0,1.0
tp,3.0,2.02,2.02,0,100.0,0.0,0.6733333333333333,0.6733333333333333,0.0,0.83,0.0,3.0,0.0
