engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,B,1.0,3.08,3.08,0,100.0,0.0,3.08,3.08,0.0,3.08,0.0,1.0,0.0
MRV,A,25.0,23.58,39.89,-16.31,68.0,2.4457388105456777,0.9431999999999999,2.3464705882352943,-2.03875,4.1,-4.65,17.0,8.0
