side,exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sell,manual/exit_loss,3.0,-6.42,0,-6.42,0.0,0.0,-2.14,0.0,-2.14,0.0,-2.55,0.0,3.0
buy,manual/exit_loss,4.0,-5.24,0,-5.24,0.0,0.0,-1.31,0.0,-1.31,0.0,-1.73,0.0,4.0
sell,sl,4.0,-1.8500000000000005,2.8,-4.65,75.0,0.6021505376344085,-0.46250000000000013,0.9333333333333332,-4.65,1.27,-4.65,3.0,1.0
buy,sl,4.0,0.59,0.59,0,100.0,0.0,0.1475,0.1475,0.0,0.24,0.0,4.0,0.0
sell,tp,5.0,17.64,17.64,0,100.0,0.0,3.528,3.528,0.0,4.1,0.0,5.0,0.0
buy,tp,6.0,21.94,21.94,0,100.0,0.0,3.6566666666666667,3.6566666666666667,0.0,3.9,0.0,6.0,0.0
