engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,26.0,26.66,42.97,-16.31,69.23076923076923,2.6345800122624157,1.0253846153846153,2.3872222222222224,-2.03875,4.1,-4.65,18.0,8.0
