side,exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,sl,57.0,-34.01,34.96,-68.97,63.1578947368421,0.5068870523415978,-0.5966666666666667,0.9711111111111111,-3.2842857142857143,2.53,-3.84,36.0,21.0
sell,sl,58.0,-22.939999999999998,37.36,-60.3,65.51724137931035,0.6195688225538972,-0.3955172413793103,0.9831578947368421,-3.0149999999999997,2.9,-3.87,38.0,20.0
sell,manual/exit_loss,4.0,-4.29,0,-4.29,0.0,0.0,-1.0725,0.0,-1.0725,0.0,-2.03,0.0,4.0
sell,manual/exit_profit,1.0,0.55,0.55,0,100.0,0.0,0.55,0.55,0.0,0.55,0.0,1.0,0.0
sell,tp,5.0,17.759999999999998,17.759999999999998,0,100.0,0.0,3.5519999999999996,3.5519999999999996,0.0,5.14,0.0,5.0,0.0
buy,tp,7.0,28.060000000000002,28.060000000000002,0,100.0,0.0,4.008571428571429,4.008571428571429,0.0,5.16,0.0,7.0,0.0
