engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
RJT,130.0,6.11,62.9,-56.79,61.53846153846154,1.107589364324705,0.047,0.78625,-1.1358,2.31,-1.82,80.0,50.0
