exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
manual/exit_loss,31.0,-36.21,0,-36.21,0.0,0.0,-1.1680645161290324,0.0,-1.1680645161290324,0.0,-1.68,0.0,31.0
sl,54.0,-12.26,8.32,-20.580000000000002,64.81481481481481,0.4042759961127308,-0.22703703703703704,0.2377142857142857,-1.083157894736842,0.52,-1.82,35.0,19.0
manual/exit_profit,1.0,0.12,0.12,0,100.0,0.0,0.12,0.12,0.0,0.12,0.0,1.0,0.0
tp,44.0,54.46,54.46,0,100.0,0.0,1.2377272727272728,1.2377272727272728,0.0,2.31,0.0,44.0,0.0
