engine,score_bucket,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MOM,S90-99,2.0,-1.17,0.11,-1.28,50.0,0.0859375,-0.585,0.11,-1.28,0.11,-1.28,1.0,1.0
MOM,S80-89,3.0,-0.83,0.33,-1.16,66.66666666666666,0.28448275862068967,-0.27666666666666667,0.165,-1.16,0.31,-1.16,2.0,1.0
MOM,S70-79,1.0,-0.71,0,-0.71,0.0,0.0,-0.71,0.0,-0.71,0.0,-0.71,0.0,1.0
