exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
manual/exit_loss,2.0,-1.8699999999999999,0,-1.8699999999999999,0.0,0.0,-0.9349999999999999,0.0,-0.9349999999999999,0.0,-1.16,0.0,2.0
sl,3.0,-1.1500000000000001,0.13,-1.28,66.66666666666666,0.1015625,-0.38333333333333336,0.065,-1.28,0.11,-1.28,2.0,1.0
manual/exit_profit,1.0,0.31,0.31,0,100.0,0.0,0.31,0.31,0.0,0.31,0.0,1.0,0.0
