engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MOM,B,4.0,-1.5399999999999998,0.33,-1.8699999999999999,50.0,0.17647058823529413,-0.38499999999999995,0.165,-0.9349999999999999,0.31,-1.16,2.0,2.0
MOM,A,2.0,-1.17,0.11,-1.28,50.0,0.0859375,-0.585,0.11,-1.28,0.11,-1.28,1.0,1.0
