engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MOM,RG,3.0,-1.88,0.11,-1.99,33.33333333333333,0.05527638190954774,-0.6266666666666666,0.11,-0.995,0.11,-1.28,1.0,2.0
MOM,WG,3.0,-0.83,0.33,-1.16,66.66666666666666,0.28448275862068967,-0.27666666666666667,0.165,-1.16,0.31,-1.16,2.0,1.0
