side,exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,sl,28.0,-38.63,4.53,-43.16,28.57142857142857,0.10495829471733088,-1.3796428571428572,0.56625,-2.158,1.24,-2.89,8.0,20.0
sell,sl,5.0,-6.2,0.6,-6.800000000000001,20.0,0.08823529411764705,-1.24,0.6,-1.7000000000000002,0.6,-2.37,1.0,4.0
sell,tp,1.0,2.38,2.38,0,100.0,0.0,2.38,2.38,0.0,2.38,0.0,1.0,0.0
buy,tp,10.0,27.41,27.41,0,100.0,0.0,2.741,2.741,0.0,3.85,0.0,10.0,0.0
