engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MOM,A,7.0,-1.6600000000000001,1.65,-3.31,28.57142857142857,0.49848942598187307,-0.23714285714285716,0.825,-0.662,0.95,-1.12,2.0,5.0
MOM,B,4.0,-0.99,0.33,-1.32,50.0,0.25,-0.2475,0.165,-0.66,0.31,-0.87,2.0,2.0
