engine,score_bucket,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MOM,S80-89,5.0,-1.8,0.33,-2.13,40.0,0.15492957746478875,-0.36,0.165,-0.71,0.31,-0.87,2.0,3.0
MOM,S90-99,6.0,-0.8500000000000002,1.65,-2.5,33.33333333333333,0.6599999999999999,-0.1416666666666667,0.825,-0.625,0.95,-1.12,2.0,4.0
