exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
manual/exit_loss,5.0,-3.49,0,-3.49,0.0,0.0,-0.6980000000000001,0.0,-0.6980000000000001,0.0,-0.87,0.0,5.0
sl,3.0,-1.12,0.02,-1.1400000000000001,33.33333333333333,0.017543859649122806,-0.37333333333333335,0.02,-0.5700000000000001,0.02,-1.12,1.0,2.0
manual/exit_profit,1.0,0.31,0.31,0,100.0,0.0,0.31,0.31,0.0,0.31,0.0,1.0,0.0
tp,2.0,1.65,1.65,0,100.0,0.0,0.825,0.825,0.0,0.95,0.0,2.0,0.0
