engine,score_bucket,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
RCL,S90-99,6.0,-3.84,1.63,-5.47,16.666666666666664,0.2979890310786106,-0.64,1.63,-1.0939999999999999,1.63,-1.38,1.0,5.0
MOM,S90-99,2.0,-0.64,0.14,-0.78,50.0,0.1794871794871795,-0.32,0.14,-0.78,0.14,-0.78,1.0,1.0
