preset,note,report_path,net_profit,profit_pct,profit_factor,expected_payoff,total_trades,win_rate,balance_dd_pct,equity_dd_pct
control,Current v7 champion control.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v7_round5_control_XAUUSDc_M15_20260101_20260415.htm,28.11,28.110000000000003,1.79,0.4,71,60.56,8.36,9.08
sell_struct_a,"All sell hours, low-score sell hour mask, low-score sell RR cap.",/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v7_round5_sell_struct_a_XAUUSDc_M15_20260101_20260415.htm,28.09,28.09,1.76,0.38,74,59.46,8.36,9.09
sell_struct_b,A plus looser sell min score.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v7_round5_sell_struct_b_XAUUSDc_M15_20260101_20260415.htm,26.99,26.99,1.72,0.36,75,58.67,8.27,9.0
sell_struct_c,A plus high-score sell structural gate.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v7_round5_sell_struct_c_XAUUSDc_M15_20260101_20260415.htm,28.09,28.09,1.76,0.38,74,59.46,8.36,9.09
sell_struct_d,C plus looser sell min score.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v7_round5_sell_struct_d_XAUUSDc_M15_20260101_20260415.htm,26.99,26.99,1.72,0.36,75,58.67,8.27,9.0
sell_struct_e,D plus slightly larger sell risk.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v7_round5_sell_struct_e_XAUUSDc_M15_20260101_20260415.htm,26.25,26.25,1.68,0.35,75,58.67,8.31,9.05
sell_struct_f,"Only high-score sell structure, no all-hours unlock.",/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v7_round5_sell_struct_f_XAUUSDc_M15_20260101_20260415.htm,28.11,28.110000000000003,1.79,0.4,71,60.56,8.36,9.08
sell_off,Disable sell risk to measure contribution.,/Users/naufalrachmandani/Library/Application Support/net.metaquotes.wine.metatrader5/drive_c/Program Files/MetaTrader 5/Reports/InvictusForward1M15_v7_round5_sell_off_XAUUSDc_M15_20260101_20260415.htm,28.11,28.110000000000003,1.79,0.4,71,60.56,8.36,9.08
