engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,A,7.0,-1.42,0.8200000000000001,-2.24,28.57142857142857,0.36607142857142855,-0.20285714285714285,0.41000000000000003,-0.44800000000000006,0.8,-0.66,2.0,5.0
MRV,B,1.0,-1.19,0,-1.19,0.0,0.0,-1.19,0.0,-1.19,0.0,-1.19,0.0,1.0
