side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,5.0,-1.56,0.02,-1.58,20.0,0.012658227848101266,-0.312,0.02,-0.395,0.02,-0.63,1.0,4.0
sell,3.0,-1.0499999999999998,0.8,-1.85,33.33333333333333,0.43243243243243246,-0.3499999999999999,0.8,-0.925,0.8,-1.19,1.0,2.0
