entry_month,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
2026-05,8.0,-2.61,0.8200000000000001,-3.43,25.0,0.23906705539358603,-0.32625,0.41000000000000003,-0.5716666666666667,0.8,-1.19,2.0,6.0
