engine,score_bucket,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,S70-79,4.0,-1.5,0.02,-1.52,25.0,0.013157894736842105,-0.375,0.02,-0.5066666666666667,0.02,-0.66,1.0,3.0
MRV,S00-69,1.0,-1.19,0,-1.19,0.0,0.0,-1.19,0.0,-1.19,0.0,-1.19,0.0,1.0
MRV,S80-89,3.0,0.08000000000000004,0.8,-0.72,33.33333333333333,1.1111111111111112,0.026666666666666682,0.8,-0.36,0.8,-0.63,1.0,2.0
