engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,WG,4.0,-2.71,0,-2.71,0.0,0.0,-0.6775,0.0,-0.6775,0.0,-1.19,0.0,4.0
MRV,RG,4.0,0.10000000000000005,0.8200000000000001,-0.72,50.0,1.138888888888889,0.025000000000000012,0.41000000000000003,-0.36,0.8,-0.63,2.0,2.0
