exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sl,219.0,-315.76,24.38,-340.14,34.24657534246575,0.07167636855412478,-1.4418264840182649,0.32506666666666667,-2.3786013986013983,1.33,-4.68,75.0,143.0
tp,139.0,306.78000000000003,306.78000000000003,0,100.0,0.0,2.2070503597122304,2.2070503597122304,0.0,3.0,0.0,139.0,0.0
