engine,entry_hour,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
IMP,10,109.0,-33.589999999999996,91.03,-124.62,51.37614678899083,0.7304606002246831,-0.30816513761467884,1.6255357142857143,-2.351320754716981,2.95,-4.68,56.0,53.0
IMP,7,92.0,-8.339999999999998,84.93,-93.27,56.52173913043478,0.9105821807655196,-0.09065217391304346,1.633269230769231,-2.3915384615384614,2.9,-3.05,52.0,39.0
CBK,7,3.0,-5.42,0.41,-5.83,33.33333333333333,0.07032590051457975,-1.8066666666666666,0.41,-2.915,0.41,-2.96,1.0,2.0
CBK,10,7.0,-3.3,5.94,-9.24,57.14285714285714,0.6428571428571429,-0.4714285714285714,1.485,-3.08,3.0,-3.4,4.0,3.0
CBK,5,3.0,-0.77,1.01,-1.78,66.66666666666666,0.5674157303370786,-0.25666666666666665,0.505,-1.78,0.79,-1.78,2.0,1.0
IMP,5,144.0,42.440000000000005,147.84,-105.4,68.75,1.4026565464895635,0.2947222222222223,1.4933333333333334,-2.3422222222222224,2.99,-3.74,99.0,45.0
