side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,38.0,-3.0500000000000003,2.81,-5.86,39.473684210526315,0.47952218430034127,-0.08026315789473686,0.18733333333333332,-0.25478260869565217,0.68,-0.53,15.0,23.0
sell,27.0,-0.16,3.2800000000000002,-3.44,40.74074074074074,0.9534883720930234,-0.005925925925925926,0.2981818181818182,-0.215,0.65,-0.33,11.0,16.0
