engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,RG,22.0,-2.31,1.08,-3.39,36.36363636363637,0.3185840707964602,-0.105,0.135,-0.24214285714285716,0.31,-0.39,8.0,14.0
MRV,WG,43.0,-0.9,5.01,-5.91,41.86046511627907,0.8477157360406091,-0.020930232558139535,0.2783333333333333,-0.2364,0.68,-0.53,18.0,25.0
