side,exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,manual/exit_loss,7.0,-1.98,0,-1.98,0.0,0.0,-0.28285714285714286,0.0,-0.28285714285714286,0.0,-0.41,0.0,7.0
sell,manual/exit_loss,5.0,-1.96,0,-1.96,0.0,0.0,-0.392,0.0,-0.392,0.0,-0.61,0.0,5.0
sell,sl,4.0,0.6699999999999999,0.6699999999999999,0,100.0,0.0,0.16749999999999998,0.16749999999999998,0.0,0.31,0.0,4.0,0.0
buy,sl,16.0,1.43,1.65,-0.22,81.25,7.5,0.089375,0.12692307692307692,-0.22,0.42,-0.22,13.0,1.0
buy,tp,4.0,2.37,2.37,0,100.0,0.0,0.5925,0.5925,0.0,0.74,0.0,4.0,0.0
sell,tp,4.0,3.06,3.06,0,100.0,0.0,0.765,0.765,0.0,1.15,0.0,4.0,0.0
