exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
manual/exit_loss,12.0,-3.94,0,-3.94,0.0,0.0,-0.3283333333333333,0.0,-0.3283333333333333,0.0,-0.61,0.0,12.0
sl,20.0,2.1,2.32,-0.22,85.0,10.545454545454545,0.10500000000000001,0.13647058823529412,-0.22,0.42,-0.22,17.0,1.0
tp,8.0,5.43,5.43,0,100.0,0.0,0.67875,0.67875,0.0,1.15,0.0,8.0,0.0
