engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,WG,22.0,0.6300000000000001,3.87,-3.24,50.0,1.1944444444444444,0.02863636363636364,0.3518181818181818,-0.36000000000000004,0.68,-0.61,11.0,9.0
MRV,RG,18.0,2.96,3.88,-0.9199999999999999,77.77777777777779,4.217391304347826,0.16444444444444445,0.27714285714285714,-0.22999999999999998,1.15,-0.25,14.0,4.0
