start,end,count,pnl,buy_losses,sell_losses,engines
2026-01-09 07:00:00,2026-01-09 15:26:42,4,-22.75,1,3,"BO:1, PB:3"
2026-01-04 04:45:00,2026-01-04 12:44:36,3,-13.280000000000001,3,0,"BO:2, PB:1"
