engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
BO,,21.0,-10.54,59.99,-70.53,42.857142857142854,0.8505600453707642,-0.5019047619047619,6.665555555555556,-5.8775,14.89,-9.98,9.0,12.0
PB,,55.0,2.71,103.89,-101.18,50.90909090909091,1.026783949397114,0.049272727272727274,3.7103571428571427,-3.7474074074074077,9.74,-8.16,28.0,27.0
RV,,7.0,2.7300000000000004,14.61,-11.879999999999999,57.14285714285714,1.22979797979798,0.39000000000000007,3.6525,-3.9599999999999995,6.79,-4.87,4.0,3.0
