side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sell,1655.0,2864790.22,7376370.72,-4511580.5,58.18731117824774,1.6349859478291475,1730.991069486405,7659.782679127726,-6519.625,52020.0,-37500.0,963.0,692.0
buy,1976.0,3280500.38,8313120.94,-5032620.56,60.12145748987854,1.6518473508759821,1660.1722570850202,6997.576548821549,-6386.574314720811,44598.39,-38700.0,1188.0,788.0
