exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
manual/exit_loss,1409.0,-9309643.4,0,-9309643.4,0.0,0.0,-6607.269978708304,0.0,-6607.269978708304,0.0,-38700.0,0.0,1409.0
manual/exit_profit,4.0,79384.98,79384.98,0,100.0,0.0,19846.245,19846.245,0.0,38700.0,0.0,4.0,0.0
sl,1134.0,1281178.9,1515736.56,-234557.66,93.7389770723104,6.462106417671459,1129.787389770723,1425.9045719661337,-3303.629014084507,12100.0,-30760.0,1063.0,71.0
tp,1084.0,14094370.12,14094370.12,0,100.0,0.0,13002.186457564574,13002.186457564574,0.0,52020.0,0.0,1084.0,0.0
