engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,3631.0,6145290.6,15689491.66,-9544201.06,59.23987882126136,1.6438769008916918,1692.4512806389423,7294.04540213854,-6448.784500000001,52020.0,-38700.0,2151.0,1480.0
