engine,score_bucket,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,S00-69,332.0,1037094.36,1657057.08,-619962.72,67.16867469879519,2.6728334245646255,3123.7781927710844,7430.749237668162,-5687.7313761467885,37558.56,-18200.0,223.0,109.0
MRV,S80-89,1624.0,1533313.17,6452296.11,-4918982.94,54.371921182266014,1.311713455546158,944.15835591133,7307.243612684032,-6638.303562753037,52020.0,-37500.0,883.0,741.0
MRV,S70-79,1675.0,3574883.07,7580138.47,-4005255.4,62.38805970149254,1.8925480931877652,2134.2585492537314,7253.721023923445,-6357.548253968253,50440.0,-38700.0,1045.0,630.0
