exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
manual/exit_loss,670.0,-2282564.14,0,-2282564.14,0.0,0.0,-3406.8121492537316,0.0,-3406.8121492537316,0.0,-28871.62,0.0,670.0
manual/exit_profit,2.0,8466.67,8466.67,0,100.0,0.0,4233.335,4233.335,0.0,7700.82,0.0,2.0,0.0
sl,529.0,262999.63,327057.67,-64058.04,92.81663516068053,5.105645911114358,497.1637618147448,666.105234215886,-1731.2983783783784,11300.0,-31000.0,491.0,37.0
tp,653.0,3789130.42,3789130.42,0,100.0,0.0,5802.649954058193,5802.649954058193,0.0,39020.0,0.0,653.0,0.0
