engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,B,174.0,354985.36,497361.75,-142376.38999999998,72.41379310344827,3.4932881076700992,2040.1457471264366,3947.315476190476,-2966.1747916666664,36640.0,-14510.98,126.0,48.0
MRV,A,1680.0,1423047.22,3627293.01,-2204245.79,60.71428571428571,1.6455937112167514,847.0519166666667,3556.1696176470587,-3344.8342792109256,39020.0,-31000.0,1020.0,659.0
