side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,118.0,-28.68,94.99,-123.67,50.847457627118644,0.7680925042451685,-0.24305084745762712,1.5831666666666666,-2.1696491228070176,3.52,-3.27,60.0,57.0
sell,46.0,1.9300000000000013,37.45,-35.519999999999996,56.52173913043478,1.0543355855855858,0.04195652173913046,1.4403846153846156,-1.7759999999999998,3.28,-2.94,26.0,20.0
