engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
TPL,A,123.0,-38.4,93.1,-131.5,48.78048780487805,0.7079847908745247,-0.3121951219512195,1.5516666666666665,-2.120967741935484,3.52,-3.27,60.0,62.0
CBK,A,8.0,-3.5,3.7,-7.2,50.0,0.513888888888889,-0.4375,0.925,-1.8,2.37,-2.58,4.0,4.0
TPL,B,33.0,15.149999999999999,35.64,-20.490000000000002,66.66666666666666,1.7393850658857979,0.45909090909090905,1.62,-1.862727272727273,3.5,-2.74,22.0,11.0
