engine,score_bucket,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
TPL,S80-89,15.0,-11.459999999999999,9.9,-21.36,33.33333333333333,0.46348314606741575,-0.7639999999999999,1.98,-2.136,3.85,-2.93,5.0,10.0
TPL,S90-99,27.0,-3.57,25.64,-29.21,51.85185185185185,0.8777815816501198,-0.1322222222222222,1.8314285714285714,-2.246923076923077,3.25,-3.27,14.0,13.0
CBK,S80-89,1.0,-1.49,0,-1.49,0.0,0.0,-1.49,0.0,-1.49,0.0,-1.49,0.0,1.0
CBK,S90-99,1.0,0.79,0.79,0,100.0,0.0,0.79,0.79,0.0,0.79,0.0,1.0,0.0
